distorted_path,reference_path,mos
distorted_images/i01_15_4.bmp,reference_images/i01.bmp,3.58333
distorted_images/i01_15_5.bmp,reference_images/i01.bmp,3.89189
distorted_images/i01_16_1.bmp,reference_images/i01.bmp,5.80556
distorted_images/i01_16_2.bmp,reference_images/i01.bmp,6.05405
distorted_images/i01_16_3.bmp,reference_images/i01.bmp,4.88889
distorted_images/i01_16_4.bmp,reference_images/i01.bmp,5.02778
distorted_images/i01_16_5.bmp,reference_images/i01.bmp,4.19444
distorted_images/i01_17_1.bmp,reference_images/i01.bmp,5.35135
distorted_images/i01_17_2.bmp,reference_images/i01.bmp,6.62162
distorted_images/i01_17_3.bmp,reference_images/i01.bmp,4.08108
distorted_images/i01_17_4.bmp,reference_images/i01.bmp,6.24324
distorted_images/i01_17_5.bmp,reference_images/i01.bmp,2.97143
distorted_images/i01_18_1.bmp,reference_images/i01.bmp,4.62162
distorted_images/i01_18_2.bmp,reference_images/i01.bmp,4.22222
distorted_images/i01_18_3.bmp,reference_images/i01.bmp,3.771430000000001
distorted_images/i01_18_4.bmp,reference_images/i01.bmp,3.47222
distorted_images/i01_18_5.bmp,reference_images/i01.bmp,3.41667
distorted_images/i01_19_1.bmp,reference_images/i01.bmp,5.94444
distorted_images/i01_19_2.bmp,reference_images/i01.bmp,5.47222
distorted_images/i01_19_3.bmp,reference_images/i01.bmp,5.08108
distorted_images/i01_19_4.bmp,reference_images/i01.bmp,4.52778
distorted_images/i01_19_5.bmp,reference_images/i01.bmp,3.94444
distorted_images/i01_20_1.bmp,reference_images/i01.bmp,5.85714
distorted_images/i01_20_2.bmp,reference_images/i01.bmp,5.83333
distorted_images/i01_20_3.bmp,reference_images/i01.bmp,6.02778
distorted_images/i01_20_4.bmp,reference_images/i01.bmp,5.08333
distorted_images/i01_20_5.bmp,reference_images/i01.bmp,4.33333
distorted_images/i01_21_1.bmp,reference_images/i01.bmp,5.7027
distorted_images/i01_21_2.bmp,reference_images/i01.bmp,5.27778
distorted_images/i01_21_3.bmp,reference_images/i01.bmp,4.675680000000002
distorted_images/i01_21_4.bmp,reference_images/i01.bmp,4.05714
distorted_images/i01_21_5.bmp,reference_images/i01.bmp,3.05405
distorted_images/i01_22_1.bmp,reference_images/i01.bmp,5.55556
distorted_images/i01_22_2.bmp,reference_images/i01.bmp,5.18919
distorted_images/i01_22_3.bmp,reference_images/i01.bmp,4.30556
distorted_images/i01_22_4.bmp,reference_images/i01.bmp,3.16216
distorted_images/i01_22_5.bmp,reference_images/i01.bmp,2.19444
distorted_images/i01_23_1.bmp,reference_images/i01.bmp,6.28571
distorted_images/i01_23_2.bmp,reference_images/i01.bmp,5.61111
distorted_images/i01_23_3.bmp,reference_images/i01.bmp,5.77778
distorted_images/i01_23_4.bmp,reference_images/i01.bmp,4.80556
distorted_images/i01_23_5.bmp,reference_images/i01.bmp,2.40541
distorted_images/i01_24_1.bmp,reference_images/i01.bmp,5.7027
distorted_images/i01_24_2.bmp,reference_images/i01.bmp,5.58333
distorted_images/i01_24_3.bmp,reference_images/i01.bmp,5.10811
distorted_images/i01_24_4.bmp,reference_images/i01.bmp,3.08108
distorted_images/i01_24_5.bmp,reference_images/i01.bmp,0.45946
distorted_images/i02_01_1.bmp,reference_images/i02.bmp,5.74286
distorted_images/i02_01_2.bmp,reference_images/i02.bmp,5.34286
distorted_images/i02_01_3.bmp,reference_images/i02.bmp,5.22222
distorted_images/i02_01_4.bmp,reference_images/i02.bmp,4.19444
distorted_images/i02_01_5.bmp,reference_images/i02.bmp,3.97297
distorted_images/i02_02_1.bmp,reference_images/i02.bmp,6.05556
distorted_images/i02_02_2.bmp,reference_images/i02.bmp,6.05405
distorted_images/i02_02_3.bmp,reference_images/i02.bmp,5.88889
distorted_images/i02_02_4.bmp,reference_images/i02.bmp,5.2973
distorted_images/i02_02_5.bmp,reference_images/i02.bmp,4.38889
distorted_images/i02_03_1.bmp,reference_images/i02.bmp,4.8
distorted_images/i02_03_2.bmp,reference_images/i02.bmp,4.43243
distorted_images/i02_03_3.bmp,reference_images/i02.bmp,3.83784
distorted_images/i02_03_4.bmp,reference_images/i02.bmp,3.5277800000000004
distorted_images/i02_03_5.bmp,reference_images/i02.bmp,2.91892
distorted_images/i02_04_1.bmp,reference_images/i02.bmp,6.28571
distorted_images/i02_04_2.bmp,reference_images/i02.bmp,6.16216
distorted_images/i02_04_3.bmp,reference_images/i02.bmp,5.19444
distorted_images/i02_04_4.bmp,reference_images/i02.bmp,4.74286
distorted_images/i02_04_5.bmp,reference_images/i02.bmp,4.28571
distorted_images/i02_05_1.bmp,reference_images/i02.bmp,6.11765
distorted_images/i02_05_2.bmp,reference_images/i02.bmp,6.11111
distorted_images/i02_05_3.bmp,reference_images/i02.bmp,5.43243
distorted_images/i02_05_4.bmp,reference_images/i02.bmp,4.37838
distorted_images/i02_05_5.bmp,reference_images/i02.bmp,3.41667
distorted_images/i02_06_1.bmp,reference_images/i02.bmp,4.55556
distorted_images/i02_06_2.bmp,reference_images/i02.bmp,4.27778
distorted_images/i02_06_3.bmp,reference_images/i02.bmp,3.72973
distorted_images/i02_06_4.bmp,reference_images/i02.bmp,3.48571
distorted_images/i02_06_5.bmp,reference_images/i02.bmp,3.10811
distorted_images/i02_07_1.bmp,reference_images/i02.bmp,5.91429
distorted_images/i02_07_2.bmp,reference_images/i02.bmp,5.58333
distorted_images/i02_07_3.bmp,reference_images/i02.bmp,3.76471
distorted_images/i02_07_4.bmp,reference_images/i02.bmp,3.75676
distorted_images/i02_07_5.bmp,reference_images/i02.bmp,2.85714
distorted_images/i02_08_1.bmp,reference_images/i02.bmp,6.10811
distorted_images/i02_08_2.bmp,reference_images/i02.bmp,5.16667
distorted_images/i02_08_3.bmp,reference_images/i02.bmp,4.54286
distorted_images/i02_08_4.bmp,reference_images/i02.bmp,3.83784
distorted_images/i02_08_5.bmp,reference_images/i02.bmp,3.02703
distorted_images/i02_09_1.bmp,reference_images/i02.bmp,6.0
distorted_images/i02_09_2.bmp,reference_images/i02.bmp,5.51429
distorted_images/i02_09_3.bmp,reference_images/i02.bmp,4.52778
distorted_images/i02_09_4.bmp,reference_images/i02.bmp,3.64865
distorted_images/i02_09_5.bmp,reference_images/i02.bmp,2.41667
distorted_images/i02_10_1.bmp,reference_images/i02.bmp,6.0
distorted_images/i02_10_2.bmp,reference_images/i02.bmp,5.97222
distorted_images/i02_10_3.bmp,reference_images/i02.bmp,5.43243
distorted_images/i02_10_4.bmp,reference_images/i02.bmp,3.5
distorted_images/i02_10_5.bmp,reference_images/i02.bmp,2.71429
distorted_images/i02_11_1.bmp,reference_images/i02.bmp,5.91667
distorted_images/i02_11_2.bmp,reference_images/i02.bmp,4.80556
distorted_images/i02_11_3.bmp,reference_images/i02.bmp,2.97297
distorted_images/i02_11_4.bmp,reference_images/i02.bmp,1.91892
distorted_images/i02_11_5.bmp,reference_images/i02.bmp,1.27778
distorted_images/i02_12_1.bmp,reference_images/i02.bmp,5.30556
distorted_images/i02_12_2.bmp,reference_images/i02.bmp,4.43243
distorted_images/i02_12_3.bmp,reference_images/i02.bmp,3.08108
distorted_images/i02_12_4.bmp,reference_images/i02.bmp,2.67568
distorted_images/i02_12_5.bmp,reference_images/i02.bmp,2.37143
distorted_images/i02_13_1.bmp,reference_images/i02.bmp,4.47222
distorted_images/i02_13_2.bmp,reference_images/i02.bmp,4.0
distorted_images/i02_13_3.bmp,reference_images/i02.bmp,3.38889
distorted_images/i02_13_4.bmp,reference_images/i02.bmp,2.89189
distorted_images/i02_13_5.bmp,reference_images/i02.bmp,3.61111
distorted_images/i02_14_1.bmp,reference_images/i02.bmp,5.75
distorted_images/i02_14_2.bmp,reference_images/i02.bmp,6.08108
distorted_images/i02_14_3.bmp,reference_images/i02.bmp,5.11429
distorted_images/i02_14_4.bmp,reference_images/i02.bmp,5.31429
distorted_images/i02_14_5.bmp,reference_images/i02.bmp,4.21622
distorted_images/i02_15_1.bmp,reference_images/i02.bmp,3.4
distorted_images/i02_15_2.bmp,reference_images/i02.bmp,3.62162
distorted_images/i02_15_3.bmp,reference_images/i02.bmp,3.83333
distorted_images/i02_15_4.bmp,reference_images/i02.bmp,3.83784
distorted_images/i02_15_5.bmp,reference_images/i02.bmp,4.2
distorted_images/i02_16_1.bmp,reference_images/i02.bmp,5.94595
distorted_images/i02_16_2.bmp,reference_images/i02.bmp,6.08333
distorted_images/i02_16_3.bmp,reference_images/i02.bmp,5.324319999999998
distorted_images/i02_16_4.bmp,reference_images/i02.bmp,5.13889
distorted_images/i02_16_5.bmp,reference_images/i02.bmp,4.56757
distorted_images/i02_17_1.bmp,reference_images/i02.bmp,5.91667
distorted_images/i02_17_2.bmp,reference_images/i02.bmp,5.68571
distorted_images/i02_17_3.bmp,reference_images/i02.bmp,4.83784
distorted_images/i02_17_4.bmp,reference_images/i02.bmp,4.7714300000000005
distorted_images/i02_17_5.bmp,reference_images/i02.bmp,3.91667
distorted_images/i02_18_1.bmp,reference_images/i02.bmp,5.97222
distorted_images/i02_18_2.bmp,reference_images/i02.bmp,5.59459
distorted_images/i02_18_3.bmp,reference_images/i02.bmp,4.82857
distorted_images/i02_18_4.bmp,reference_images/i02.bmp,4.91892
distorted_images/i02_18_5.bmp,reference_images/i02.bmp,4.54286
distorted_images/i02_19_1.bmp,reference_images/i02.bmp,5.77778
distorted_images/i02_19_2.bmp,reference_images/i02.bmp,5.43243
distorted_images/i02_19_3.bmp,reference_images/i02.bmp,4.83333
distorted_images/i02_19_4.bmp,reference_images/i02.bmp,4.22222
distorted_images/i02_19_5.bmp,reference_images/i02.bmp,3.75676
distorted_images/i02_20_1.bmp,reference_images/i02.bmp,6.05405
distorted_images/i02_20_2.bmp,reference_images/i02.bmp,6.17143
distorted_images/i02_20_3.bmp,reference_images/i02.bmp,5.30556
distorted_images/i02_20_4.bmp,reference_images/i02.bmp,4.0
distorted_images/i02_20_5.bmp,reference_images/i02.bmp,2.80556
distorted_images/i02_21_1.bmp,reference_images/i02.bmp,5.97297
distorted_images/i02_21_2.bmp,reference_images/i02.bmp,5.2973
distorted_images/i02_21_3.bmp,reference_images/i02.bmp,4.6
distorted_images/i02_21_4.bmp,reference_images/i02.bmp,3.2777800000000004
distorted_images/i02_21_5.bmp,reference_images/i02.bmp,2.36111
distorted_images/i02_22_1.bmp,reference_images/i02.bmp,5.51351
distorted_images/i02_22_2.bmp,reference_images/i02.bmp,5.24324
distorted_images/i02_22_3.bmp,reference_images/i02.bmp,4.48571
distorted_images/i02_22_4.bmp,reference_images/i02.bmp,3.80556
distorted_images/i02_22_5.bmp,reference_images/i02.bmp,2.22222
distorted_images/i02_23_1.bmp,reference_images/i02.bmp,6.77778
distorted_images/i02_23_2.bmp,reference_images/i02.bmp,5.54054
distorted_images/i02_23_3.bmp,reference_images/i02.bmp,3.44444
distorted_images/i02_23_4.bmp,reference_images/i02.bmp,2.16216
distorted_images/i02_23_5.bmp,reference_images/i02.bmp,0.81081
distorted_images/i02_24_1.bmp,reference_images/i02.bmp,6.08108
distorted_images/i02_24_2.bmp,reference_images/i02.bmp,4.91667
distorted_images/i02_24_3.bmp,reference_images/i02.bmp,3.0
distorted_images/i02_24_4.bmp,reference_images/i02.bmp,2.11111
distorted_images/i02_24_5.bmp,reference_images/i02.bmp,0.89189
distorted_images/i03_01_1.bmp,reference_images/i03.bmp,5.76923
distorted_images/i03_01_2.bmp,reference_images/i03.bmp,5.10526
distorted_images/i03_01_3.bmp,reference_images/i03.bmp,4.68421
distorted_images/i03_01_4.bmp,reference_images/i03.bmp,4.25
distorted_images/i03_01_5.bmp,reference_images/i03.bmp,3.925
distorted_images/i03_02_1.bmp,reference_images/i03.bmp,6.18421
distorted_images/i03_02_2.bmp,reference_images/i03.bmp,6.28205
distorted_images/i03_02_3.bmp,reference_images/i03.bmp,5.25
distorted_images/i03_02_4.bmp,reference_images/i03.bmp,5.0
distorted_images/i03_02_5.bmp,reference_images/i03.bmp,4.6
distorted_images/i03_03_1.bmp,reference_images/i03.bmp,4.65
distorted_images/i03_03_2.bmp,reference_images/i03.bmp,4.0769199999999985
distorted_images/i03_03_3.bmp,reference_images/i03.bmp,3.85
distorted_images/i03_03_4.bmp,reference_images/i03.bmp,3.28205
distorted_images/i03_03_5.bmp,reference_images/i03.bmp,2.89474
distorted_images/i03_04_1.bmp,reference_images/i03.bmp,6.38462
distorted_images/i03_04_2.bmp,reference_images/i03.bmp,5.65789
distorted_images/i03_04_3.bmp,reference_images/i03.bmp,5.225
distorted_images/i03_04_4.bmp,reference_images/i03.bmp,4.6
distorted_images/i03_04_5.bmp,reference_images/i03.bmp,3.575
distorted_images/i03_05_1.bmp,reference_images/i03.bmp,6.5
distorted_images/i03_05_2.bmp,reference_images/i03.bmp,5.6315800000000005
distorted_images/i03_05_3.bmp,reference_images/i03.bmp,5.3
distorted_images/i03_05_4.bmp,reference_images/i03.bmp,4.30769
distorted_images/i03_05_5.bmp,reference_images/i03.bmp,3.4736800000000003
distorted_images/i03_06_1.bmp,reference_images/i03.bmp,4.81579
distorted_images/i03_06_2.bmp,reference_images/i03.bmp,4.53846
distorted_images/i03_06_3.bmp,reference_images/i03.bmp,4.1
distorted_images/i03_06_4.bmp,reference_images/i03.bmp,3.75
distorted_images/i03_06_5.bmp,reference_images/i03.bmp,3.5
distorted_images/i03_07_1.bmp,reference_images/i03.bmp,4.97436
distorted_images/i03_07_2.bmp,reference_images/i03.bmp,4.1
distorted_images/i03_07_3.bmp,reference_images/i03.bmp,3.84615
distorted_images/i03_07_4.bmp,reference_images/i03.bmp,3.825
distorted_images/i03_07_5.bmp,reference_images/i03.bmp,3.615380000000001
distorted_images/i03_08_1.bmp,reference_images/i03.bmp,6.34211
distorted_images/i03_08_2.bmp,reference_images/i03.bmp,5.6
distorted_images/i03_08_3.bmp,reference_images/i03.bmp,4.47368
distorted_images/i03_08_4.bmp,reference_images/i03.bmp,3.75
distorted_images/i03_08_5.bmp,reference_images/i03.bmp,2.95
distorted_images/i03_09_1.bmp,reference_images/i03.bmp,6.65
distorted_images/i03_09_2.bmp,reference_images/i03.bmp,6.25641
distorted_images/i03_09_3.bmp,reference_images/i03.bmp,5.475
distorted_images/i03_09_4.bmp,reference_images/i03.bmp,3.74359
distorted_images/i03_09_5.bmp,reference_images/i03.bmp,2.47368
distorted_images/i03_10_1.bmp,reference_images/i03.bmp,6.23684
distorted_images/i03_10_2.bmp,reference_images/i03.bmp,5.66667
distorted_images/i03_10_3.bmp,reference_images/i03.bmp,5.05128
distorted_images/i03_10_4.bmp,reference_images/i03.bmp,3.3
distorted_images/i03_10_5.bmp,reference_images/i03.bmp,2.48718
distorted_images/i03_11_1.bmp,reference_images/i03.bmp,5.36842
distorted_images/i03_11_2.bmp,reference_images/i03.bmp,4.0769199999999985
distorted_images/i03_11_3.bmp,reference_images/i03.bmp,2.84615
distorted_images/i03_11_4.bmp,reference_images/i03.bmp,1.82051
distorted_images/i03_11_5.bmp,reference_images/i03.bmp,0.7
distorted_images/i03_12_1.bmp,reference_images/i03.bmp,5.41026
distorted_images/i03_12_2.bmp,reference_images/i03.bmp,4.07895
distorted_images/i03_12_3.bmp,reference_images/i03.bmp,2.84211
distorted_images/i03_12_4.bmp,reference_images/i03.bmp,3.1
distorted_images/i03_12_5.bmp,reference_images/i03.bmp,2.4
distorted_images/i03_13_1.bmp,reference_images/i03.bmp,5.12821
distorted_images/i03_13_2.bmp,reference_images/i03.bmp,3.64103
distorted_images/i03_13_3.bmp,reference_images/i03.bmp,3.925
distorted_images/i03_13_4.bmp,reference_images/i03.bmp,2.925
distorted_images/i03_13_5.bmp,reference_images/i03.bmp,2.42105
distorted_images/i03_14_1.bmp,reference_images/i03.bmp,5.0769199999999985
distorted_images/i03_14_2.bmp,reference_images/i03.bmp,6.0
distorted_images/i03_14_3.bmp,reference_images/i03.bmp,4.85
distorted_images/i03_14_4.bmp,reference_images/i03.bmp,4.46154
distorted_images/i03_14_5.bmp,reference_images/i03.bmp,3.5
distorted_images/i03_15_1.bmp,reference_images/i03.bmp,3.725
distorted_images/i03_15_2.bmp,reference_images/i03.bmp,4.05
distorted_images/i03_15_3.bmp,reference_images/i03.bmp,4.025
distorted_images/i03_15_4.bmp,reference_images/i03.bmp,4.28205
distorted_images/i03_15_5.bmp,reference_images/i03.bmp,4.79487
distorted_images/i03_16_1.bmp,reference_images/i03.bmp,6.8205100000000005
distorted_images/i03_16_2.bmp,reference_images/i03.bmp,6.525
distorted_images/i03_16_3.bmp,reference_images/i03.bmp,5.975
distorted_images/i03_16_4.bmp,reference_images/i03.bmp,6.075
distorted_images/i03_16_5.bmp,reference_images/i03.bmp,5.02564
distorted_images/i03_17_1.bmp,reference_images/i03.bmp,6.28205
distorted_images/i03_17_2.bmp,reference_images/i03.bmp,6.75
distorted_images/i03_17_3.bmp,reference_images/i03.bmp,5.2
distorted_images/i03_17_4.bmp,reference_images/i03.bmp,6.575
distorted_images/i03_17_5.bmp,reference_images/i03.bmp,3.79487
distorted_images/i03_18_1.bmp,reference_images/i03.bmp,5.76923
distorted_images/i03_18_2.bmp,reference_images/i03.bmp,5.71795
distorted_images/i03_18_3.bmp,reference_images/i03.bmp,5.5641
distorted_images/i03_18_4.bmp,reference_images/i03.bmp,5.0
distorted_images/i03_18_5.bmp,reference_images/i03.bmp,4.65789
distorted_images/i03_19_1.bmp,reference_images/i03.bmp,5.51282
distorted_images/i03_19_2.bmp,reference_images/i03.bmp,5.02564
distorted_images/i03_19_3.bmp,reference_images/i03.bmp,4.7
distorted_images/i03_19_4.bmp,reference_images/i03.bmp,4.30769
distorted_images/i03_19_5.bmp,reference_images/i03.bmp,3.69231
distorted_images/i03_20_1.bmp,reference_images/i03.bmp,5.84211
distorted_images/i03_20_2.bmp,reference_images/i03.bmp,5.46154
distorted_images/i03_20_3.bmp,reference_images/i03.bmp,4.15789
distorted_images/i03_20_4.bmp,reference_images/i03.bmp,3.17949
distorted_images/i03_20_5.bmp,reference_images/i03.bmp,2.825
distorted_images/i03_21_1.bmp,reference_images/i03.bmp,5.23684
distorted_images/i03_21_2.bmp,reference_images/i03.bmp,4.4359
distorted_images/i03_21_3.bmp,reference_images/i03.bmp,3.89744
distorted_images/i03_21_4.bmp,reference_images/i03.bmp,3.17949
distorted_images/i03_21_5.bmp,reference_images/i03.bmp,2.1
distorted_images/i03_22_1.bmp,reference_images/i03.bmp,5.97436
distorted_images/i03_22_2.bmp,reference_images/i03.bmp,5.3589699999999985
distorted_images/i03_22_3.bmp,reference_images/i03.bmp,5.23077
distorted_images/i03_22_4.bmp,reference_images/i03.bmp,4.3589699999999985
distorted_images/i03_22_5.bmp,reference_images/i03.bmp,3.92105
distorted_images/i03_23_1.bmp,reference_images/i03.bmp,6.71795
distorted_images/i03_23_2.bmp,reference_images/i03.bmp,5.84615
distorted_images/i03_23_3.bmp,reference_images/i03.bmp,3.9
distorted_images/i03_23_4.bmp,reference_images/i03.bmp,2.65789
distorted_images/i03_23_5.bmp,reference_images/i03.bmp,1.975
distorted_images/i03_24_1.bmp,reference_images/i03.bmp,5.74359
distorted_images/i03_24_2.bmp,reference_images/i03.bmp,4.2051300000000005
distorted_images/i03_24_3.bmp,reference_images/i03.bmp,2.825
distorted_images/i03_24_4.bmp,reference_images/i03.bmp,1.81579
distorted_images/i03_24_5.bmp,reference_images/i03.bmp,0.42105
distorted_images/i04_01_1.bmp,reference_images/i04.bmp,5.7619
distorted_images/i04_01_2.bmp,reference_images/i04.bmp,5.47619
distorted_images/i04_01_3.bmp,reference_images/i04.bmp,4.92857
distorted_images/i04_01_4.bmp,reference_images/i04.bmp,4.26829
distorted_images/i04_01_5.bmp,reference_images/i04.bmp,4.0
distorted_images/i04_02_1.bmp,reference_images/i04.bmp,6.275
distorted_images/i04_02_2.bmp,reference_images/i04.bmp,6.15385
distorted_images/i04_02_3.bmp,reference_images/i04.bmp,5.682930000000002
distorted_images/i04_02_4.bmp,reference_images/i04.bmp,5.30952
distorted_images/i04_02_5.bmp,reference_images/i04.bmp,4.53659
distorted_images/i04_03_1.bmp,reference_images/i04.bmp,4.78049
distorted_images/i04_03_2.bmp,reference_images/i04.bmp,4.21429
distorted_images/i04_03_3.bmp,reference_images/i04.bmp,3.9
distorted_images/i04_03_4.bmp,reference_images/i04.bmp,3.425
distorted_images/i04_03_5.bmp,reference_images/i04.bmp,3.02381
distorted_images/i04_04_1.bmp,reference_images/i04.bmp,6.125
distorted_images/i04_04_2.bmp,reference_images/i04.bmp,6.26829
distorted_images/i04_04_3.bmp,reference_images/i04.bmp,6.15
distorted_images/i04_04_4.bmp,reference_images/i04.bmp,5.47619
distorted_images/i04_04_5.bmp,reference_images/i04.bmp,4.80952
distorted_images/i04_05_1.bmp,reference_images/i04.bmp,6.30952
distorted_images/i04_05_2.bmp,reference_images/i04.bmp,5.90244
distorted_images/i04_05_3.bmp,reference_images/i04.bmp,5.325
distorted_images/i04_05_4.bmp,reference_images/i04.bmp,4.47619
distorted_images/i04_05_5.bmp,reference_images/i04.bmp,3.70732
distorted_images/i04_06_1.bmp,reference_images/i04.bmp,5.02381
distorted_images/i04_06_2.bmp,reference_images/i04.bmp,4.560980000000002
distorted_images/i04_06_3.bmp,reference_images/i04.bmp,4.2619
distorted_images/i04_06_4.bmp,reference_images/i04.bmp,4.195119999999998
distorted_images/i04_06_5.bmp,reference_images/i04.bmp,3.45
distorted_images/i04_07_1.bmp,reference_images/i04.bmp,4.69048
distorted_images/i04_07_2.bmp,reference_images/i04.bmp,4.075
distorted_images/i04_07_3.bmp,reference_images/i04.bmp,3.52381
distorted_images/i04_07_4.bmp,reference_images/i04.bmp,3.14286
distorted_images/i04_07_5.bmp,reference_images/i04.bmp,2.95238
distorted_images/i04_08_1.bmp,reference_images/i04.bmp,6.30952
distorted_images/i04_08_2.bmp,reference_images/i04.bmp,5.926830000000002
distorted_images/i04_08_3.bmp,reference_images/i04.bmp,5.38095
distorted_images/i04_08_4.bmp,reference_images/i04.bmp,4.375
distorted_images/i04_08_5.bmp,reference_images/i04.bmp,3.66667
distorted_images/i04_09_1.bmp,reference_images/i04.bmp,6.38095
distorted_images/i04_09_2.bmp,reference_images/i04.bmp,5.804880000000002
distorted_images/i04_09_3.bmp,reference_images/i04.bmp,5.048780000000002
distorted_images/i04_09_4.bmp,reference_images/i04.bmp,3.78049
distorted_images/i04_09_5.bmp,reference_images/i04.bmp,2.5
distorted_images/i04_10_1.bmp,reference_images/i04.bmp,6.07143
distorted_images/i04_10_2.bmp,reference_images/i04.bmp,5.97561
distorted_images/i04_10_3.bmp,reference_images/i04.bmp,5.07143
distorted_images/i04_10_4.bmp,reference_images/i04.bmp,3.2619
distorted_images/i04_10_5.bmp,reference_images/i04.bmp,2.19048
