distortion,index,distorted_path,reference_path,dmos,dmos_realigned,dmos_realigned_std
jpeg_2000,32,jp2k/img32.bmp,refimgs/rapids.bmp,70.19193144078119,76.28674666689452,1.8805085144937823
jpeg_2000,33,jp2k/img33.bmp,refimgs/buildings.bmp,53.846299781912535,52.785636451117234,1.8497706238989116
jpeg_2000,34,jp2k/img34.bmp,refimgs/studentsculpture.bmp,23.29290129605595,8.613511703300915,1.669838891269479
jpeg_2000,35,jp2k/img35.bmp,refimgs/paintedhouse.bmp,0.0,0.0,0.0
jpeg_2000,36,jp2k/img36.bmp,refimgs/manfishing.bmp,0.0,0.0,0.0
jpeg_2000,37,jp2k/img37.bmp,refimgs/ocean.bmp,35.026816689501125,25.854249036910815,2.534981040961189
jpeg_2000,38,jp2k/img38.bmp,refimgs/sailing3.bmp,62.9003588494039,65.85757417524141,1.6871542451208674
jpeg_2000,39,jp2k/img39.bmp,refimgs/sailing4.bmp,35.77898514989975,26.960368393676966,2.345051667857986
jpeg_2000,40,jp2k/img40.bmp,refimgs/paintedhouse.bmp,69.8705581579566,75.7811284764878,2.4115967331354446
jpeg_2000,41,jp2k/img41.bmp,refimgs/building2.bmp,47.53287130842447,43.696253511551454,1.9699127089403106
jpeg_2000,42,jp2k/img42.bmp,refimgs/womanhat.bmp,54.860028833296795,54.17424655185858,1.6834654914668363
jpeg_2000,43,jp2k/img43.bmp,refimgs/sailing1.bmp,64.16748927763923,67.6967798207526,2.210567083711034
jpeg_2000,44,jp2k/img44.bmp,refimgs/flowersonih35.bmp,67.00586811025651,71.61970727692339,2.7263041160692696
jpeg_2000,45,jp2k/img45.bmp,refimgs/churchandcapitol.bmp,68.7833586829139,74.14564153374137,2.5828698184102787
jpeg_2000,46,jp2k/img46.bmp,refimgs/cemetry.bmp,67.97348672924605,73.09174201136065,2.0347093381371795
jpeg_2000,47,jp2k/img47.bmp,refimgs/house.bmp,50.5485771265556,48.08894690810563,2.3128767906360443
jpeg_2000,48,jp2k/img48.bmp,refimgs/cemetry.bmp,70.96122360468537,77.32511548366256,1.8648146563915367
jpeg_2000,49,jp2k/img49.bmp,refimgs/caps.bmp,26.673302485106476,13.501078103650578,2.372541157742341
jpeg_2000,50,jp2k/img50.bmp,refimgs/parrots.bmp,0.0,0.0,0.0
jpeg_2000,51,jp2k/img51.bmp,refimgs/lighthouse.bmp,31.359966179310835,20.52307378942626,1.8852576810953185
jpeg_2000,52,jp2k/img52.bmp,refimgs/sailing4.bmp,52.455399306801034,51.011385213379874,2.6590215768236503
jpeg_2000,53,jp2k/img53.bmp,refimgs/plane.bmp,60.60039324353364,62.47597192836157,2.5765818471127178
jpeg_2000,54,jp2k/img54.bmp,refimgs/coinsinfountain.bmp,0.0,0.0,0.0
jpeg_2000,55,jp2k/img55.bmp,refimgs/sailing2.bmp,49.04623820958027,46.03974281634614,3.08598252270823
jpeg_2000,56,jp2k/img56.bmp,refimgs/monarch.bmp,45.830525538482604,41.28402576683269,2.5946780154648166
jpeg_2000,57,jp2k/img57.bmp,refimgs/plane.bmp,0.0,0.0,0.0
jpeg_2000,58,jp2k/img58.bmp,refimgs/plane.bmp,21.24474002721652,5.651469652190897,2.293305808640885
jpeg_2000,59,jp2k/img59.bmp,refimgs/sailing2.bmp,24.26413610892305,10.109294080950896,1.7047262519099886
jpeg_2000,60,jp2k/img60.bmp,refimgs/studentsculpture.bmp,61.178399664208015,63.376792364010086,2.0413714574914246
jpeg_2000,61,jp2k/img61.bmp,refimgs/monarch.bmp,32.095586985956885,21.45709519844654,2.64991255200665
jpeg_2000,62,jp2k/img62.bmp,refimgs/sailing2.bmp,21.737392404967196,6.320751746555565,1.4581884882202256
jpeg_2000,63,jp2k/img63.bmp,refimgs/manfishing.bmp,37.97355042079033,30.07521146577485,2.2640576624871542
jpeg_2000,64,jp2k/img64.bmp,refimgs/rapids.bmp,0.0,0.0,0.0
jpeg_2000,65,jp2k/img65.bmp,refimgs/dancers.bmp,74.71223055356742,82.98273370788652,1.6169172127679154
jpeg_2000,66,jp2k/img66.bmp,refimgs/sailing1.bmp,0.0,0.0,0.0
jpeg_2000,67,jp2k/img67.bmp,refimgs/carnivaldolls.bmp,0.0,0.0,0.0
jpeg_2000,68,jp2k/img68.bmp,refimgs/caps.bmp,34.49728356748708,24.82662376759264,2.665264261608864
jpeg_2000,69,jp2k/img69.bmp,refimgs/ocean.bmp,21.33143389738949,5.909674455410709,1.7423359627583637
jpeg_2000,70,jp2k/img70.bmp,refimgs/sailing4.bmp,0.0,0.0,0.0
jpeg_2000,71,jp2k/img71.bmp,refimgs/stream.bmp,72.81703406181643,80.121282737048,2.226784365003649
jpeg_2000,72,jp2k/img72.bmp,refimgs/lighthouse.bmp,0.0,0.0,0.0
jpeg_2000,73,jp2k/img73.bmp,refimgs/bikes.bmp,0.0,0.0,0.0
jpeg_2000,74,jp2k/img74.bmp,refimgs/lighthouse2.bmp,53.34011511136505,52.08982994049394,2.1836601240947577
jpeg_2000,75,jp2k/img75.bmp,refimgs/womanhat.bmp,25.03062047966861,11.035277608283096,1.7855426601282673
jpeg_2000,76,jp2k/img76.bmp,refimgs/woman.bmp,0.0,0.0,0.0
jpeg_2000,77,jp2k/img77.bmp,refimgs/coinsinfountain.bmp,25.984026524750178,12.523344239786702,1.7103334644737602
jpeg_2000,78,jp2k/img78.bmp,refimgs/bikes.bmp,38.46900882932819,30.57070176854073,1.9836351092391096
jpeg_2000,79,jp2k/img79.bmp,refimgs/carnivaldolls.bmp,72.09944236071443,79.16743675958445,1.6392524977456093
jpeg_2000,80,jp2k/img80.bmp,refimgs/house.bmp,31.491968912059583,20.56698474721343,2.572737546434337
jpeg_2000,81,jp2k/img81.bmp,refimgs/rapids.bmp,48.34116741829985,44.74511025359578,1.777116388196908
jpeg_2000,82,jp2k/img82.bmp,refimgs/paintedhouse.bmp,25.09633165601088,11.339054336612762,2.0920966720812957
jpeg_2000,83,jp2k/img83.bmp,refimgs/caps.bmp,46.584322447755405,42.36932036075071,2.624627634453675
jpeg_2000,84,jp2k/img84.bmp,refimgs/dancers.bmp,0.0,0.0,0.0
jpeg_2000,85,jp2k/img85.bmp,refimgs/parrots.bmp,30.00013497962475,18.563119639992887,2.4495771438577276
jpeg_2000,86,jp2k/img86.bmp,refimgs/flowersonih35.bmp,70.25982518032612,76.23532996373504,3.0818774275371803
jpeg_2000,87,jp2k/img87.bmp,refimgs/studentsculpture.bmp,0.0,0.0,0.0
jpeg_2000,88,jp2k/img88.bmp,refimgs/sailing1.bmp,63.015324512867245,66.04417836262544,1.7911191371788184
jpeg_2000,89,jp2k/img89.bmp,refimgs/flowersonih35.bmp,0.0,0.0,0.0
jpeg_2000,90,jp2k/img90.bmp,refimgs/sailing4.bmp,25.295827176091436,11.324709943682542,1.242815142725972
jpeg_2000,91,jp2k/img91.bmp,refimgs/lighthouse.bmp,50.96704009742991,48.72445543811661,2.2882016663254263
jpeg_2000,92,jp2k/img92.bmp,refimgs/statue.bmp,42.60054761405774,36.651332405233276,2.023303204131381
jpeg_2000,93,jp2k/img93.bmp,refimgs/sailing2.bmp,0.0,0.0,0.0
jpeg_2000,94,jp2k/img94.bmp,refimgs/manfishing.bmp,38.2549339043671,30.248805104886298,2.746299163838925
jpeg_2000,95,jp2k/img95.bmp,refimgs/statue.bmp,0.0,0.0,0.0
jpeg_2000,96,jp2k/img96.bmp,refimgs/parrots.bmp,39.494391716246966,32.25567981412338,1.8398196241604952
jpeg_2000,97,jp2k/img97.bmp,refimgs/womanhat.bmp,0.0,0.0,0.0
jpeg_2000,98,jp2k/img98.bmp,refimgs/cemetry.bmp,46.735191875993586,42.538558970763944,2.359314266888291
jpeg_2000,99,jp2k/img99.bmp,refimgs/womanhat.bmp,52.00419635496926,50.18890942469288,1.8988332171492361
jpeg_2000,100,jp2k/img100.bmp,refimgs/sailing3.bmp,0.0,0.0,0.0
jpeg_2000,101,jp2k/img101.bmp,refimgs/parrots.bmp,24.276408809776598,10.234730985641715,2.573830473381816
jpeg_2000,102,jp2k/img102.bmp,refimgs/statue.bmp,21.882621655468572,6.724372369964854,1.7475430707025277
jpeg_2000,103,jp2k/img103.bmp,refimgs/lighthouse2.bmp,24.35211475827056,10.088204403320535,1.7457574719224596
jpeg_2000,104,jp2k/img104.bmp,refimgs/woman.bmp,49.72531306132735,46.68236218261797,2.8738845802987463
jpeg_2000,105,jp2k/img105.bmp,refimgs/monarch.bmp,22.286566625183454,7.557459980934176,1.502395833867887
jpeg_2000,106,jp2k/img106.bmp,refimgs/lighthouse.bmp,50.87767308591221,48.61615667390731,1.833030331651834
jpeg_2000,107,jp2k/img107.bmp,refimgs/building2.bmp,72.58409006589069,79.84747926885252,1.5312084849700591
jpeg_2000,108,jp2k/img108.bmp,refimgs/carnivaldolls.bmp,47.47269421075874,43.66138899674546,2.5969207453125294
jpeg_2000,109,jp2k/img109.bmp,refimgs/sailing3.bmp,42.0193414153924,35.73735899461327,2.231198812660149
jpeg_2000,110,jp2k/img110.bmp,refimgs/churchandcapitol.bmp,0.0,0.0,0.0
jpeg_2000,111,jp2k/img111.bmp,refimgs/flowersonih35.bmp,28.188842568104352,15.82182560398103,2.2088466134765588
jpeg_2000,112,jp2k/img112.bmp,refimgs/stream.bmp,0.0,0.0,0.0
jpeg_2000,113,jp2k/img113.bmp,refimgs/plane.bmp,25.90239364449977,12.564926162224069,1.8290363408434827
jpeg_2000,114,jp2k/img114.bmp,refimgs/lighthouse2.bmp,26.102063914116645,12.80273252847908,1.8941454247335372
jpeg_2000,115,jp2k/img115.bmp,refimgs/bikes.bmp,63.79745841280577,67.09045174168914,1.9142334124592446
jpeg_2000,116,jp2k/img116.bmp,refimgs/statue.bmp,49.7286281585553,46.92014897186908,2.208465826879465
jpeg_2000,117,jp2k/img117.bmp,refimgs/paintedhouse.bmp,0.0,0.0,0.0
jpeg_2000,118,jp2k/img118.bmp,refimgs/cemetry.bmp,0.0,0.0,0.0
jpeg_2000,119,jp2k/img119.bmp,refimgs/building2.bmp,0.0,0.0,0.0
jpeg_2000,120,jp2k/img120.bmp,refimgs/ocean.bmp,42.50096821620306,40.33848092661777,2.5144703347394013
jpeg_2000,121,jp2k/img121.bmp,refimgs/manfishing.bmp,73.25236622149215,91.37246032042904,2.169018040789497
jpeg_2000,122,jp2k/img122.bmp,refimgs/caps.bmp,53.456099322122625,58.55909813379443,2.24235949316875
jpeg_2000,123,jp2k/img123.bmp,refimgs/buildings.bmp,0.0,0.0,0.0
jpeg_2000,124,jp2k/img124.bmp,refimgs/carnivaldolls.bmp,49.46765176998484,52.154629253222005,2.824871360866682
jpeg_2000,125,jp2k/img125.bmp,refimgs/cemetry.bmp,33.473161094142995,25.72392003888736,2.2087475131800747
jpeg_2000,126,jp2k/img126.bmp,refimgs/rapids.bmp,24.6248388210791,10.712712959196345,2.4122139735474715
jpeg_2000,127,jp2k/img127.bmp,refimgs/parrots.bmp,63.270890480446255,74.95826410045794,2.678992775011636
jpeg_2000,128,jp2k/img128.bmp,refimgs/churchandcapitol.bmp,0.0,0.0,0.0
jpeg_2000,129,jp2k/img129.bmp,refimgs/bikes.bmp,27.447221923138954,15.242823326616556,2.6084994060170716
jpeg_2000,130,jp2k/img130.bmp,refimgs/sailing3.bmp,43.718266431018314,42.497069418167996,2.25375359883815
jpeg_2000,131,jp2k/img131.bmp,refimgs/house.bmp,0.0,0.0,0.0
jpeg_2000,132,jp2k/img132.bmp,refimgs/building2.bmp,31.5595687109197,22.538784832597898,2.729292865537815
jpeg_2000,133,jp2k/img133.bmp,refimgs/bikes.bmp,42.16153847609955,40.04985108989743,2.8755512077157013
jpeg_2000,134,jp2k/img134.bmp,refimgs/woman.bmp,0.0,0.0,0.0
jpeg_2000,135,jp2k/img135.bmp,refimgs/rapids.bmp,69.3198883772806,84.91378457435593,1.9833464296340195
jpeg_2000,136,jp2k/img136.bmp,refimgs/sailing1.bmp,38.49937916871746,33.81064694785772,2.9167533022822263
jpeg_2000,137,jp2k/img137.bmp,refimgs/lighthouse2.bmp,54.482323340813736,60.61338357551887,2.921668026025761
jpeg_2000,138,jp2k/img138.bmp,refimgs/sailing2.bmp,51.98430097914189,56.3267477648128,2.8310927377124657
jpeg_2000,139,jp2k/img139.bmp,refimgs/plane.bmp,0.0,0.0,0.0
jpeg_2000,140,jp2k/img140.bmp,refimgs/ocean.bmp,0.0,0.0,0.0
jpeg_2000,141,jp2k/img141.bmp,refimgs/sailing2.bmp,21.787298417648113,6.153192300554039,2.2087697469289402
jpeg_2000,142,jp2k/img142.bmp,refimgs/studentsculpture.bmp,44.62558143068395,43.99770274794575,3.033969902950827
jpeg_2000,143,jp2k/img143.bmp,refimgs/manfishing.bmp,45.096844698952275,44.77638094880946,2.265223744456852
jpeg_2000,144,jp2k/img144.bmp,refimgs/house.bmp,57.47745564091386,65.45198981342284,2.7707040555151274
jpeg_2000,145,jp2k/img145.bmp,refimgs/parrots.bmp,0.0,0.0,0.0
jpeg_2000,146,jp2k/img146.bmp,refimgs/rapids.bmp,51.928846132839226,56.161238884900456,1.8585286894749689
jpeg_2000,147,jp2k/img147.bmp,refimgs/sailing3.bmp,0.0,0.0,0.0
jpeg_2000,148,jp2k/img148.bmp,refimgs/carnivaldolls.bmp,24.89895706986431,11.46973848743795,2.079414261881199
jpeg_2000,149,jp2k/img149.bmp,refimgs/lighthouse.bmp,38.06964086512967,33.11179598113043,1.9944730060503983
jpeg_2000,150,jp2k/img150.bmp,refimgs/woman.bmp,21.418865343047646,5.325990809336403,2.1909071175260126
jpeg_2000,151,jp2k/img151.bmp,refimgs/lighthouse2.bmp,0.0,0.0,0.0
jpeg_2000,152,jp2k/img152.bmp,refimgs/woman.bmp,55.90459914407012,62.74881178263061,1.7775709667424602
jpeg_2000,153,jp2k/img153.bmp,refimgs/caps.bmp,0.0,0.0,0.0
jpeg_2000,154,jp2k/img154.bmp,refimgs/sailing3.bmp,59.44196571611291,68.53124109916048,3.257713213787017
jpeg_2000,155,jp2k/img155.bmp,refimgs/woman.bmp,67.19668334150376,81.40061954776587,2.6896936733617145
jpeg_2000,156,jp2k/img156.bmp,refimgs/buildings.bmp,61.18215742040482,71.45072855297293,2.892206801101394
jpeg_2000,157,jp2k/img157.bmp,refimgs/manfishing.bmp,0.0,0.0,0.0
jpeg_2000,158,jp2k/img158.bmp,refimgs/parrots.bmp,55.776435118466885,62.580036080726586,1.8512848410963514
jpeg_2000,159,jp2k/img159.bmp,refimgs/sailing1.bmp,0.0,0.0,0.0
jpeg_2000,160,jp2k/img160.bmp,refimgs/monarch.bmp,53.41030485608058,58.753804200609366,3.859535402129447
jpeg_2000,161,jp2k/img161.bmp,refimgs/carnivaldolls.bmp,0.0,0.0,0.0
jpeg_2000,162,jp2k/img162.bmp,refimgs/statue.bmp,25.547908094700823,12.158282195710306,2.244937028873685
jpeg_2000,163,jp2k/img163.bmp,refimgs/building2.bmp,48.07274559690462,49.973083632723416,2.363845921397348
jpeg_2000,164,jp2k/img164.bmp,refimgs/lighthouse2.bmp,34.318825920353916,27.12291262526799,2.724941887410696
jpeg_2000,165,jp2k/img165.bmp,refimgs/dancers.bmp,36.803691247540776,31.170624384086207,2.931759584785287
jpeg_2000,166,jp2k/img166.bmp,refimgs/sailing4.bmp,0.0,0.0,0.0
jpeg_2000,167,jp2k/img167.bmp,refimgs/flowersonih35.bmp,50.12810440234088,53.28198369850484,2.7289881736282706
jpeg_2000,168,jp2k/img168.bmp,refimgs/coinsinfountain.bmp,50.22230359576317,53.17519436960078,2.869985394474523
jpeg_2000,169,jp2k/img169.bmp,refimgs/statue.bmp,55.98522773495745,62.921171333425676,2.3338597822997187
jpeg_2000,170,jp2k/img170.bmp,refimgs/dancers.bmp,48.3046809702197,50.18659635541299,2.8854261099779577
jpeg_2000,171,jp2k/img171.bmp,refimgs/studentsculpture.bmp,31.387064288293335,22.217464309979974,3.4214722909827726
jpeg_2000,172,jp2k/img172.bmp,refimgs/sailing4.bmp,69.37405446814955,85.01806693016354,3.000341728921187
jpeg_2000,173,jp2k/img173.bmp,refimgs/plane.bmp,30.06590643346212,19.91475165122249,2.522233999398049
jpeg_2000,174,jp2k/img174.bmp,refimgs/lighthouse.bmp,23.045358620551518,8.059516033306664,2.4606903572154666
jpeg_2000,175,jp2k/img175.bmp,refimgs/stream.bmp,69.62940064841362,85.48562881018705,2.790331469036455
jpeg_2000,176,jp2k/img176.bmp,refimgs/churchandcapitol.bmp,34.74736400054396,27.91393339154686,2.5458538330357157
jpeg_2000,177,jp2k/img177.bmp,refimgs/coinsinfountain.bmp,66.28179452865399,79.87842062142371,2.8673492624018753
jpeg_2000,178,jp2k/img178.bmp,refimgs/cemetry.bmp,52.616923214334236,57.3881566885844,3.0885492561240735
jpeg_2000,179,jp2k/img179.bmp,refimgs/house.bmp,69.50160619570946,85.22814758598726,2.051839755141803
jpeg_2000,180,jp2k/img180.bmp,refimgs/lighthouse.bmp,0.0,0.0,0.0
jpeg_2000,181,jp2k/img181.bmp,refimgs/carnivaldolls.bmp,69.97832580415569,85.99580545278485,2.757412592711968
jpeg_2000,182,jp2k/img182.bmp,refimgs/coinsinfountain.bmp,42.460379670553536,40.35229915118953,3.5089737748520426
jpeg_2000,183,jp2k/img183.bmp,refimgs/sailing3.bmp,22.27981853312796,6.9169396698473875,1.7952320623914535
jpeg_2000,184,jp2k/img184.bmp,refimgs/dancers.bmp,0.0,0.0,0.0
jpeg_2000,185,jp2k/img185.bmp,refimgs/sailing2.bmp,27.201954422013888,14.884889320853098,2.0271158682306583
jpeg_2000,186,jp2k/img186.bmp,refimgs/womanhat.bmp,0.0,0.0,0.0
jpeg_2000,187,jp2k/img187.bmp,refimgs/house.bmp,36.14531005261188,29.918572366378623,2.22757927880343
jpeg_2000,188,jp2k/img188.bmp,refimgs/bikes.bmp,0.0,0.0,0.0
jpeg_2000,189,jp2k/img189.bmp,refimgs/rapids.bmp,0.0,0.0,0.0
jpeg_2000,190,jp2k/img190.bmp,refimgs/studentsculpture.bmp,0.0,0.0,0.0
jpeg_2000,191,jp2k/img191.bmp,refimgs/womanhat.bmp,65.33538560268595,78.15701680889988,2.703796495586783
jpeg_2000,192,jp2k/img192.bmp,refimgs/flowersonih35.bmp,40.20353483462272,36.783046895916954,2.93260706818572
jpeg_2000,193,jp2k/img193.bmp,refimgs/caps.bmp,56.81506839122303,64.20563602792637,3.8848380191852003
jpeg_2000,194,jp2k/img194.bmp,refimgs/churchandcapitol.bmp,61.332280691766066,71.78425770359317,2.5767816056812665
jpeg_2000,195,jp2k/img195.bmp,refimgs/womanhat.bmp,21.305122979508095,5.069478056203863,1.6038702563726814
jpeg_2000,196,jp2k/img196.bmp,refimgs/paintedhouse.bmp,55.88732005422921,62.73568208890111,3.0469817898643132
jpeg_2000,197,jp2k/img197.bmp,refimgs/parrots.bmp,45.89200996411086,46.32614968909792,3.3931978381791197
jpeg_2000,198,jp2k/img198.bmp,refimgs/churchandcapitol.bmp,23.93855287245099,9.471745688649861,1.9635706188510489
jpeg_2000,199,jp2k/img199.bmp,refimgs/buildings.bmp,21.079551835458812,5.003953255961413,1.7477945195712756
jpeg_2000,200,jp2k/img200.bmp,refimgs/manfishing.bmp,59.30217260837462,68.36853015382121,2.653921421113447
jpeg_2000,201,jp2k/img201.bmp,refimgs/flowersonih35.bmp,73.02643347532211,91.08313008268817,2.911160379923063
jpeg_2000,202,jp2k/img202.bmp,refimgs/lighthouse.bmp,63.86475437095206,75.76154338417216,2.879982885425998
jpeg_2000,203,jp2k/img203.bmp,refimgs/plane.bmp,42.82439106346012,41.031767097846874,2.9491151030026503
jpeg_2000,204,jp2k/img204.bmp,refimgs/monarch.bmp,0.0,0.0,0.0
jpeg_2000,205,jp2k/img205.bmp,refimgs/dancers.bmp,25.59001805947806,12.300226616537323,3.4900234871538274
jpeg_2000,206,jp2k/img206.bmp,refimgs/sailing2.bmp,0.0,0.0,0.0
jpeg_2000,207,jp2k/img207.bmp,refimgs/statue.bmp,0.0,0.0,0.0
jpeg_2000,208,jp2k/img208.bmp,refimgs/monarch.bmp,47.21025837654042,48.46820552061156,3.785904457303732
jpeg_2000,209,jp2k/img209.bmp,refimgs/flowersonih35.bmp,0.0,0.0,0.0
jpeg_2000,210,jp2k/img210.bmp,refimgs/paintedhouse.bmp,34.161205894412156,26.665408082124756,2.633904413720648
jpeg_2000,211,jp2k/img211.bmp,refimgs/lighthouse2.bmp,22.457131335424307,7.205306730310632,1.7101969632604894
jpeg_2000,212,jp2k/img212.bmp,refimgs/house.bmp,21.273221929777215,5.5443651518750485,1.6260179423028869
jpeg_2000,213,jp2k/img213.bmp,refimgs/sailing1.bmp,64.00907199232228,76.06673091499994,2.802598234737501
jpeg_2000,214,jp2k/img214.bmp,refimgs/sailing1.bmp,22.76639531194038,7.692346791817002,2.2179315446564023
jpeg_2000,215,jp2k/img215.bmp,refimgs/paintedhouse.bmp,62.22323173241315,73.31007213059178,2.423414351017992
jpeg_2000,216,jp2k/img216.bmp,refimgs/building2.bmp,25.477351996196013,12.116677268629225,2.4773827058171207
jpeg_2000,217,jp2k/img217.bmp,refimgs/stream.bmp,24.255518544727988,10.13926391720382,2.353186873596618
jpeg_2000,218,jp2k/img218.bmp,refimgs/studentsculpture.bmp,59.08349135484238,67.96320399587412,3.811279498083092
jpeg_2000,219,jp2k/img219.bmp,refimgs/ocean.bmp,61.67638378990241,72.24909155691115,2.9609792853145285
jpeg_2000,220,jp2k/img220.bmp,refimgs/plane.bmp,60.767379802218706,70.83986290434613,2.5641522029401402
jpeg_2000,221,jp2k/img221.bmp,refimgs/sailing4.bmp,56.988438960547256,64.72585217139644,2.2246402940534207
jpeg_2000,222,jp2k/img222.bmp,refimgs/buildings.bmp,37.02130195424285,31.27751399241848,2.8937260119214416
jpeg_2000,223,jp2k/img223.bmp,refimgs/stream.bmp,0.0,0.0,0.0
jpeg_2000,224,jp2k/img224.bmp,refimgs/coinsinfountain.bmp,0.0,0.0,0.0
jpeg_2000,225,jp2k/img225.bmp,refimgs/bikes.bmp,68.05380219873442,82.73289778928405,2.3272478939092793
jpeg_2000,226,jp2k/img226.bmp,refimgs/womanhat.bmp,51.60071918510474,55.520005193382154,2.1715936918996186
jpeg_2000,227,jp2k/img227.bmp,refimgs/statue.bmp,60.761657857607254,70.88031632329827,2.804051036657024
jpeg,1,jpeg/img1.bmp,refimgs/womanhat.bmp,55.67451331018688,52.92435457391395,2.8697739830451456
jpeg,2,jpeg/img2.bmp,refimgs/churchandcapitol.bmp,42.18605088354612,33.28319804594844,3.273726314128311
jpeg,3,jpeg/img3.bmp,refimgs/lighthouse.bmp,0.0,0.0,0.0
jpeg,4,jpeg/img4.bmp,refimgs/churchandcapitol.bmp,79.63200139873037,87.8267449661924,2.184182829572506
jpeg,5,jpeg/img5.bmp,refimgs/carnivaldolls.bmp,0.0,0.0,0.0
jpeg,6,jpeg/img6.bmp,refimgs/sailing4.bmp,0.0,0.0,0.0
jpeg,7,jpeg/img7.bmp,refimgs/stream.bmp,0.0,0.0,0.0
jpeg,8,jpeg/img8.bmp,refimgs/ocean.bmp,29.32258917828471,14.344775300339105,2.6446998758866136
jpeg,9,jpeg/img9.bmp,refimgs/rapids.bmp,60.311410102786176,59.74032431349464,2.6236433986699867
jpeg,10,jpeg/img10.bmp,refimgs/woman.bmp,0.0,0.0,0.0
jpeg,11,jpeg/img11.bmp,refimgs/statue.bmp,56.44735042407491,53.951334760512935,2.8824873903994237
jpeg,12,jpeg/img12.bmp,refimgs/caps.bmp,0.0,0.0,0.0
jpeg,13,jpeg/img13.bmp,refimgs/statue.bmp,19.53742657254039,-0.1946068687639695,3.261394183877893
jpeg,14,jpeg/img14.bmp,refimgs/carnivaldolls.bmp,22.427797517937464,4.326856120694956,1.7776278919992186
jpeg,15,jpeg/img15.bmp,refimgs/sailing4.bmp,47.84250739717017,41.36730112939379,4.030891839187029
jpeg,16,jpeg/img16.bmp,refimgs/stream.bmp,52.55754452877917,47.80251084716316,5.366524870664442
jpeg,17,jpeg/img17.bmp,refimgs/plane.bmp,22.549912901628197,4.495168881480339,2.6006946622051887
